Notes,ManualCheck,MergeInto,RenameKeyGroup,KeyParamGroup,KeyGroup,ParamGroup,Counts,Dim1Size,Dim2Size,Dim3Size,DwellTime,EchoTime,EffectiveEchoSpacing,FieldmapKey00,FieldmapKey01,FlipAngle,IntendedForKey00,IntendedForKey01,IntendedForKey02,IntendedForKey03,IntendedForKey04,IntendedForKey05,IntendedForKey06,MultibandAccelerationFactor,NSliceTimes,NumVolumes,Obliquity,ParallelReductionFactorInPlane,PartialFourier,PhaseEncodingDirection,RepetitionTime,TotalReadoutTime,VoxelSizeDim1,VoxelSizeDim2,VoxelSizeDim3
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__27,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,27,7,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,,,,,,60,,True,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__28,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,28,6,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,60,,True,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__29,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,29,6,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,,,,,60,,True,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__30,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,30,6,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,60,,True,,1.0,j-,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__31,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,31,6,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-rest,,,,,,,,60,,True,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__32,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,32,6,84.0,84.0,60.0,3e-06,0.051,0.0005,,,90.0,,,,,,,,,60,,False,,1.0,j,5.301,0.041,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__33,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,33,5,84.0,84.0,60.0,3e-06,0.051,0.0005,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,60,,True,,1.0,j,5.301,0.041,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__34,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,34,5,84.0,84.0,60.0,3e-06,0.051,0.0005,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,,,,60,,True,,1.0,j,5.301,0.041,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__35,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,35,5,84.0,84.0,60.0,3e-06,0.051,0.0005,,,90.0,datatype-func_run-1_suffix-bold_task-rest,,,,,,,,60,,True,,1.0,j,5.301,0.041,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__36,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,36,5,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,,,,,,60,,True,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__37,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,37,5,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-rest,,,,,60,,True,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__38,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,38,4,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieTP,,,,60,,True,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__39,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,39,4,84.0,84.0,60.0,3e-06,0.051,0.0005,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieTP,,,60,,True,,1.0,j,5.301,0.041,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__40,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,40,4,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,,,,60,,True,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__41,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,41,4,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,,,,,,,60,,True,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__42,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,42,4,84.0,84.0,60.0,3e-06,0.051,0.0005,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,60,,False,,1.0,j,5.301,0.041,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__43,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,43,4,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,,,,,,,60,,True,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__44,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,44,3,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,60,,True,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__45,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,45,3,84.0,84.0,60.0,3e-06,0.051,0.0005,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,,,,,60,,True,,1.0,j,5.301,0.041,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__46,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,46,3,84.0,84.0,60.0,3e-06,0.051,0.0005,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,,,,,,60,,True,,1.0,j,5.301,0.041,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__47,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,47,3,84.0,84.0,60.0,3e-06,0.051,0.0005,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,,,60,,True,,1.0,j,5.301,0.041,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__48,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,48,3,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,60,,False,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__49,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,49,2,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_suffix-bold_task-rest,,,,,,60,,True,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__50,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,50,2,84.0,84.0,60.0,3e-06,0.051,0.0005,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,,,,,,60,,True,,1.0,j,5.301,0.041,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__51,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,51,2,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieTP,,,,60,,True,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__52,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,52,2,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,,,,60,,True,,1.0,j-,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__53,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,53,2,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,60,,True,,1.0,j-,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__54,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,54,2,84.0,84.0,60.0,3e-06,0.051,0.0005,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,60,,True,,1.0,j,5.301,0.041,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__55,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,55,2,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,60,,True,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__56,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,56,2,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,,60,,True,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__57,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,57,2,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieTP,,,,,,60,,True,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__58,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,58,2,84.0,84.0,60.0,3e-06,0.066,0.00072,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,datatype-func_suffix-bold_task-rest,,,60,,True,,1.0,i,6.61,0.06,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__59,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,59,2,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,60,,False,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__60,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,60,2,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,,,,,60,,True,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__61,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,61,2,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,60,,False,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__62,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,62,2,84.0,84.0,60.0,3e-06,0.051,0.0005,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,,,,,,,60,,False,,1.0,j,5.301,0.041,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__63,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,63,2,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,,,60,,True,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__64,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,64,2,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_suffix-bold_task-rest,,,,,,,,60,,True,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__65,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,65,2,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieTP,,,,,,,60,,True,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__66,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,66,2,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,60,,True,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__67,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,67,2,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieTP,,,60,,False,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__68,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,68,2,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,,,,,,,60,,True,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__69,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,69,2,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,,,,,,,60,,True,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__70,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,70,2,84.0,84.0,60.0,3e-06,0.051,0.0005,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,,,,,,,60,,True,,1.0,j,5.301,0.041,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__71,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,71,2,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,,,,60,,True,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__72,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,72,2,84.0,84.0,60.0,3e-06,0.051,0.0005,,,90.0,datatype-func_suffix-bold_task-movieTP,,,,,,,,60,,True,,1.0,j,5.301,0.041,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__73,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,73,2,84.0,84.0,60.0,3e-06,0.051,0.0005,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,,,60,,False,,1.0,j,5.301,0.041,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__74,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,74,2,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,,60,,True,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__75,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,75,1,90.0,90.0,60.0,2e-06,0.08,0.00051,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,0,,True,,1.0,j,7.03,0.045,2.4,2.4,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__76,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,76,1,90.0,90.0,60.0,2e-06,0.08,0.00051,,,90.0,,,,,,,,,0,,True,,1.0,j,7.03,0.045,2.4,2.4,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__77,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,77,1,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,,,,,,60,,True,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__78,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,78,1,84.0,84.0,60.0,3e-06,0.051,0.0005,,,90.0,datatype-func_run-1_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,,,60,,True,,1.0,j,5.301,0.041,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__79,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,79,1,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,,60,,True,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__80,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,80,1,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieTP,,,,,,60,,False,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__81,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,81,1,84.0,84.0,60.0,3e-06,0.051,0.0005,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,,,,60,,False,,1.0,j,5.301,0.041,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__82,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,82,1,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,,,60,,False,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__83,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,83,1,84.0,84.0,60.0,3e-06,0.051,0.0005,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieTP,,,,,,,60,,False,,1.0,j,5.301,0.041,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__84,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,84,1,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,60,,True,,1.0,j,5.301,0.046,2.405,2.405,2.4
