Notes,ManualCheck,MergeInto,RenameKeyGroup,KeyParamGroup,KeyGroup,ParamGroup,Counts,DwellTime,EchoTime,EffectiveEchoSpacing,FieldmapKey00,FieldmapKey01,FlipAngle,IntendedForKey00,IntendedForKey01,IntendedForKey02,IntendedForKey03,IntendedForKey04,IntendedForKey05,IntendedForKey06,MultibandAccelerationFactor,NSliceTimes,ParallelReductionFactorInPlane,PartialFourier,PhaseEncodingDirection,RepetitionTime,TotalReadoutTime
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__95,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,95,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,,,60,,1.0,j-,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__96,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,96,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,60,,1.0,j-,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__97,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,97,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__98,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,98,1,2.6E-06,0.0512,0.00049999,,,90.0,datatype-func_run-1_suffix-bold_task-peer,,,,,,,,60,,1.0,j,5.301,0.0414992
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__99,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,99,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,,,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__100,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,100,1,2.6E-06,0.0512,0.00049999,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieTP,,,,,60,,1.0,j,5.301,0.0414992
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__101,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,101,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-rest,,,,,,,,60,,1.0,j-,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__102,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,102,1,2E-06,0.08,0.000510012,,,90.0,,,,,,,,,0,,1.0,j,7.03,0.045391
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__103,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,103,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,datatype-func_suffix-bold_task-rest,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__104,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,104,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieTP,,,,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__105,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,105,1,2E-06,0.08,0.000510012,,,90.0,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,,,,,,,0,,1.0,j,7.03,0.045391
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__106,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,106,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieTP,,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__107,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,107,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieTP,,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__108,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,108,1,2.6E-06,0.0512,0.00049999,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,,,,,60,,1.0,j,5.301,0.0414992
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__109,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,109,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__110,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,110,1,2.6E-06,0.0512,0.00049999,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,,,,,,,60,,1.0,j,5.301,0.0414992
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__111,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,111,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-rest,,,,60,,1.0,j-,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__112,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,112,1,2E-06,0.08,0.000510012,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,,,,0,,1.0,j,7.03,0.045391
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__113,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,113,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,,,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__114,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,114,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieTP,,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__115,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,115,1,2.6E-06,0.0512,0.00049999,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,60,,1.0,j,5.301,0.0414992
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__116,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,116,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieTP,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__117,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,117,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,,,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__118,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,118,1,2E-06,0.08,0.000510012,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieTP,,,0,,1.0,j,7.03,0.045391
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__119,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,119,1,2.6E-06,0.0512,0.00049999,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieTP,,,,60,,1.0,j,5.301,0.0414992
,,,,datatype-anat_suffix-T1w__1,datatype-anat_suffix-T1w,1,2326,1.2E-05,0.00315,,,,8.0,,,,,,,,,0,2.0,1.0,,2.5,
,,,,datatype-anat_suffix-T1w__2,datatype-anat_suffix-T1w,2,2076,8.1E-06,0.00288,,,,8.0,,,,,,,,,0,2.0,1.0,,2.5,
,,,,datatype-anat_suffix-T1w__3,datatype-anat_suffix-T1w,3,343,3E-06,0.00164,,,,7.0,,,,,,,,,0,2.0,1.0,,2.73,
,,,,datatype-anat_suffix-T1w__4,datatype-anat_suffix-T1w,4,173,8.2E-06,0.0029,,,,8.0,,,,,,,,,0,2.0,1.0,,2.5,
,,,,datatype-anat_suffix-T1w__5,datatype-anat_suffix-T1w,5,6,,,,,,,,,,,,,,,0,,,,,
,,,,datatype-anat_suffix-T1w__6,datatype-anat_suffix-T1w,6,1,1.2E-05,0.00318,,,,8.0,,,,,,,,,0,2.0,1.0,,2.5,
,,,,datatype-anat_suffix-T1w__7,datatype-anat_suffix-T1w,7,1,1.5E-05,0.00315,,,,8.0,,,,,,,,,0,4.0,1.0,,2.5,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__1,datatype-fmap_fmap-magnitude1_suffix-magnitude1,1,335,3E-05,0.00328,,,,90.0,datatype-func_suffix-bold_task-rest,,,,,,,,0,,1.0,j-,0.492,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__2,datatype-fmap_fmap-magnitude1_suffix-magnitude1,2,5,3E-05,0.00328,,,,90.0,,,,,,,,,0,,1.0,j-,0.492,
,,,,datatype-fmap_fmap-magnitude2_suffix-magnitude2__1,datatype-fmap_fmap-magnitude2_suffix-magnitude2,1,335,3E-05,0.00804,,,,90.0,datatype-func_suffix-bold_task-rest,,,,,,,,0,,1.0,j-,0.492,
,,,,datatype-fmap_fmap-magnitude2_suffix-magnitude2__2,datatype-fmap_fmap-magnitude2_suffix-magnitude2,2,5,3E-05,0.00804,,,,90.0,,,,,,,,,0,,1.0,j-,0.492,
,,,,datatype-fmap_fmap-phasediff_suffix-phasediff__1,datatype-fmap_fmap-phasediff_suffix-phasediff,1,335,3E-05,0.00804,,,,90.0,datatype-func_suffix-bold_task-rest,,,,,,,,0,,1.0,j-,0.492,
,,,,datatype-fmap_fmap-phasediff_suffix-phasediff__2,datatype-fmap_fmap-phasediff_suffix-phasediff,2,5,3E-05,0.00804,,,,90.0,,,,,,,,,0,,1.0,j-,0.492,
,,,,datatype-func_run-1_suffix-bold_task-peer__1,datatype-func_run-1_suffix-bold_task-peer,1,1136,2.6E-06,0.03,0.000580013,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0481411
,,,,datatype-func_run-1_suffix-bold_task-peer__2,datatype-func_run-1_suffix-bold_task-peer,2,790,2.6E-06,0.03,0.000589987,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0489689
,,,,datatype-func_run-1_suffix-bold_task-peer__3,datatype-func_run-1_suffix-bold_task-peer,3,24,2.1E-06,0.03,0.000500005,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,52.0,,,,,,,,6.0,66,,1.0,j-,0.8,0.0445004
,,,,datatype-func_run-1_suffix-bold_task-peer__4,datatype-func_run-1_suffix-bold_task-peer,4,10,2.6E-06,0.03,0.000589987,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0489689
,,,,datatype-func_run-1_suffix-bold_task-peer__5,datatype-func_run-1_suffix-bold_task-peer,5,8,2.6E-06,0.03,0.000580013,,,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0481411
,,,,datatype-func_run-1_suffix-bold_task-peer__6,datatype-func_run-1_suffix-bold_task-peer,6,5,2.6E-06,0.03,0.000580013,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0481411
,,,,datatype-func_run-1_suffix-bold_task-peer__7,datatype-func_run-1_suffix-bold_task-peer,7,3,2.6E-06,0.03,0.000580013,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0481411
,,,,datatype-func_run-1_suffix-bold_task-peer__8,datatype-func_run-1_suffix-bold_task-peer,8,2,2.6E-06,0.0356,0.000710011,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,31.0,,,,,,,,6.0,60,,1.0,i,0.8,0.0589309
,,,,datatype-func_run-1_suffix-bold_task-peer__9,datatype-func_run-1_suffix-bold_task-peer,9,1,2.6E-06,0.0356,0.000710011,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,,31.0,,,,,,,,6.0,60,,1.0,i,0.8,0.0589309
,,,,datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,932,2.6E-06,0.03,0.000580013,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0481411
,,,,datatype-func_run-1_suffix-bold_task-rest__2,datatype-func_run-1_suffix-bold_task-rest,2,863,2.6E-06,0.03,0.000589987,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0489689
,,,,datatype-func_run-1_suffix-bold_task-rest__3,datatype-func_run-1_suffix-bold_task-rest,3,23,2.1E-06,0.03,0.000500005,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,52.0,,,,,,,,6.0,66,,1.0,j-,0.8,0.0445004
,,,,datatype-func_run-1_suffix-bold_task-rest__4,datatype-func_run-1_suffix-bold_task-rest,4,11,2.6E-06,0.03,0.000580013,,,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0481411
,,,,datatype-func_run-1_suffix-bold_task-rest__5,datatype-func_run-1_suffix-bold_task-rest,5,9,2.6E-06,0.03,0.000589987,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0489689
,,,,datatype-func_run-1_suffix-bold_task-rest__6,datatype-func_run-1_suffix-bold_task-rest,6,6,2.6E-06,0.03,0.000580013,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0481411
,,,,datatype-func_run-1_suffix-bold_task-rest__7,datatype-func_run-1_suffix-bold_task-rest,7,3,2.6E-06,0.03,0.000589987,,,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0489689
,,,,datatype-func_run-1_suffix-bold_task-rest__8,datatype-func_run-1_suffix-bold_task-rest,8,2,2.6E-06,0.03,0.000580013,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0481411
,,,,datatype-func_run-2_suffix-bold_task-peer__1,datatype-func_run-2_suffix-bold_task-peer,1,772,2.6E-06,0.03,0.000580013,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0481411
,,,,datatype-func_run-2_suffix-bold_task-peer__2,datatype-func_run-2_suffix-bold_task-peer,2,331,2.6E-06,0.03,0.000589987,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0489689
,,,,datatype-func_run-2_suffix-bold_task-peer__3,datatype-func_run-2_suffix-bold_task-peer,3,24,2.1E-06,0.03,0.000500005,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,52.0,,,,,,,,6.0,66,,1.0,j-,0.8,0.0445004
,,,,datatype-func_run-2_suffix-bold_task-peer__4,datatype-func_run-2_suffix-bold_task-peer,4,6,2.6E-06,0.03,0.000580013,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0481411
,,,,datatype-func_run-2_suffix-bold_task-peer__5,datatype-func_run-2_suffix-bold_task-peer,5,6,2.6E-06,0.03,0.000580013,,,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0481411
,,,,datatype-func_run-2_suffix-bold_task-peer__6,datatype-func_run-2_suffix-bold_task-peer,6,2,2.6E-06,0.03,0.000580013,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0481411
,,,,datatype-func_run-2_suffix-bold_task-rest__1,datatype-func_run-2_suffix-bold_task-rest,1,889,2.6E-06,0.03,0.000580013,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0481411
,,,,datatype-func_run-2_suffix-bold_task-rest__2,datatype-func_run-2_suffix-bold_task-rest,2,842,2.6E-06,0.03,0.000589987,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0489689
,,,,datatype-func_run-2_suffix-bold_task-rest__3,datatype-func_run-2_suffix-bold_task-rest,3,23,2.1E-06,0.03,0.000500005,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,52.0,,,,,,,,6.0,66,,1.0,j-,0.8,0.0445004
,,,,datatype-func_run-2_suffix-bold_task-rest__4,datatype-func_run-2_suffix-bold_task-rest,4,9,2.6E-06,0.03,0.000589987,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0489689
,,,,datatype-func_run-2_suffix-bold_task-rest__5,datatype-func_run-2_suffix-bold_task-rest,5,7,2.6E-06,0.03,0.000580013,,,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0481411
,,,,datatype-func_run-2_suffix-bold_task-rest__6,datatype-func_run-2_suffix-bold_task-rest,6,6,2.6E-06,0.03,0.000580013,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0481411
,,,,datatype-func_run-2_suffix-bold_task-rest__7,datatype-func_run-2_suffix-bold_task-rest,7,2,2.6E-06,0.03,0.000580013,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0481411
,,,,datatype-func_run-2_suffix-bold_task-rest__8,datatype-func_run-2_suffix-bold_task-rest,8,1,2.6E-06,0.03,0.000589987,,,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0489689
,,,,datatype-func_run-3_suffix-bold_task-peer__1,datatype-func_run-3_suffix-bold_task-peer,1,1023,2.6E-06,0.03,0.000580013,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0481411
,,,,datatype-func_run-3_suffix-bold_task-peer__2,datatype-func_run-3_suffix-bold_task-peer,2,754,2.6E-06,0.03,0.000589987,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0489689
,,,,datatype-func_run-3_suffix-bold_task-peer__3,datatype-func_run-3_suffix-bold_task-peer,3,22,2.1E-06,0.03,0.000500005,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,52.0,,,,,,,,6.0,66,,1.0,j-,0.8,0.0445004
,,,,datatype-func_run-3_suffix-bold_task-peer__4,datatype-func_run-3_suffix-bold_task-peer,4,8,2.6E-06,0.03,0.000589987,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0489689
,,,,datatype-func_run-3_suffix-bold_task-peer__5,datatype-func_run-3_suffix-bold_task-peer,5,6,2.6E-06,0.03,0.000580013,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0481411
,,,,datatype-func_run-3_suffix-bold_task-peer__6,datatype-func_run-3_suffix-bold_task-peer,6,4,2.6E-06,0.03,0.000580013,,,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0481411
,,,,datatype-func_run-3_suffix-bold_task-peer__7,datatype-func_run-3_suffix-bold_task-peer,7,1,2.6E-06,0.03,0.000589987,,,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0489689
,,,,datatype-func_run-3_suffix-bold_task-peer__8,datatype-func_run-3_suffix-bold_task-peer,8,1,2.6E-06,0.03,0.000580013,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0481411
,,,,datatype-func_run-3_suffix-bold_task-peer__9,datatype-func_run-3_suffix-bold_task-peer,9,1,2.6E-06,0.03,0.000580013,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,31.0,,,,,,,,6.0,60,,1.0,i,0.8,0.0481411
,,,,datatype-func_suffix-bold_task-movieDM__1,datatype-func_suffix-bold_task-movieDM,1,994,2.6E-06,0.03,0.000580013,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0481411
,,,,datatype-func_suffix-bold_task-movieDM__2,datatype-func_suffix-bold_task-movieDM,2,777,2.6E-06,0.03,0.000589987,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0489689
,,,,datatype-func_suffix-bold_task-movieDM__3,datatype-func_suffix-bold_task-movieDM,3,24,2.1E-06,0.03,0.000500005,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,52.0,,,,,,,,6.0,66,,1.0,j-,0.8,0.0445004
,,,,datatype-func_suffix-bold_task-movieDM__4,datatype-func_suffix-bold_task-movieDM,4,10,2.6E-06,0.03,0.000589987,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0489689
,,,,datatype-func_suffix-bold_task-movieDM__5,datatype-func_suffix-bold_task-movieDM,5,5,2.6E-06,0.03,0.000580013,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0481411
,,,,datatype-func_suffix-bold_task-movieDM__6,datatype-func_suffix-bold_task-movieDM,6,4,2.6E-06,0.03,0.000580013,,,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0481411
,,,,datatype-func_suffix-bold_task-movieDM__7,datatype-func_suffix-bold_task-movieDM,7,3,2.6E-06,0.03,0.000580013,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0481411
